Lam,cpu,h,w2,w2_tight,w2_wide,w05,peak2,peak05,sec,mem_gb_est
16.0,80,0.0125,0.12221776232284906,0.15149215564424456,0.06296821227342574,0.8647007968934525,48.6599534367709,45.75028750216707,55.07,0.26
16.0,112,0.008928571428571428,0.3120245591496223,0.3353276185161056,0.27510395329748566,2.164444831339904,83.17215861571623,110.43667838836319,107.79,0.52
16.0,160,0.00625,0.5294664802151879,0.5444600256322867,0.5047294996493975,3.712108634926279,122.96540124415645,187.15074904144709,219.04,1.06
